iteration,no_cluster,frequent_term_set,cluster_candidate,support,doc_frequency,eo_formula,eo
8,52,{menteri},"{D31,D95,D117,D226,D263,D324,D380,D400,D419,D475}",10,"f31=3, f95=15, f117=6, f226=3, f263=10, f324=4, f380=7, f400=2, f419=7, f475=4",EO = ((-1/3)*LN(1/3)) + ((-1/15)*LN(1/15)) + ((-1/6)*LN(1/6)) + ((-1/3)*LN(1/3)) + ((-1/10)*LN(1/10)) + ((-1/4)*LN(1/4)) + ((-1/7)*LN(1/7)) + ((-1/2)*LN(1/2)) + ((-1/7)*LN(1/7)) + ((-1/4)*LN(1/4)),3.037525
8,53,{moga},"{D20,D59,D94,D118,D152,D172,D180,D189,D190,D195,D213,D236,D267,D304,D313,D323,D352,D403,D414,D435,D436,D469,D486}",23,"f20=4, f59=6, f94=2, f118=8, f152=2, f172=7, f180=7, f189=7, f190=7, f195=3, f213=8, f236=4, f267=3, f304=8, f313=1, f323=2, f352=5, f403=1, f414=4, f435=3, f436=2, f469=3, f486=4",EO = ((-1/4)*LN(1/4)) + ((-1/6)*LN(1/6)) + ((-1/2)*LN(1/2)) + ((-1/8)*LN(1/8)) + ((-1/2)*LN(1/2)) + ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)) + ((-1/3)*LN(1/3)) + ((-1/8)*LN(1/8)) + ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)) + ((-1/8)*LN(1/8)) + ((-1/2)*LN(1/2)) + ((-1/5)*LN(1/5)) + ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)) + ((-1/2)*LN(1/2)) + ((-1/3)*LN(1/3)) + ((-1/4)*LN(1/4)),6.749659
8,54,{mulyono},"{D56,D58,D74,D84,D108,D192,D204,D210,D237,D242,D410,D473}",12,"f56=1, f58=5, f74=1, f84=2, f108=6, f192=2, f204=1, f210=2, f237=1, f242=3, f410=2, f473=2",EO = ((-1/5)*LN(1/5)) + ((-1/2)*LN(1/2)) + ((-1/6)*LN(1/6)) + ((-1/2)*LN(1/2)) + ((-1/2)*LN(1/2)) + ((-1/3)*LN(1/3)) + ((-1/2)*LN(1/2)) + ((-1/2)*LN(1/2)),2.719586
8,55,{nadiem},"{D51,D52,D53,D57,D77,D93,D99,D103,D126,D134,D147,D176,D180,D182,D187,D189,D190,D234,D245,D266,D267,D296,D297,D298,D299,D303,D316,D326,D347,D379,D395,D412,D444,D451,D454,D455,D457,D462,D466,D484,D500}",41,"f51=8, f52=4, f53=8, f57=7, f77=4, f93=5, f99=2, f103=2, f126=2, f134=4, f147=3, f176=6, f180=7, f182=5, f187=4, f189=7, f190=7, f234=2, f245=4, f266=4, f267=3, f296=5, f297=6, f298=8, f299=2, f303=6, f316=4, f326=2, f347=4, f379=3, f395=1, f412=1, f444=3, f451=8, f454=8, f455=6, f457=3, f462=9, f466=8, f484=4, f500=3",EO = ((-1/8)*LN(1/8)) + ((-1/4)*LN(1/4)) + ((-1/8)*LN(1/8)) + ((-1/7)*LN(1/7)) + ((-1/4)*LN(1/4)) + ((-1/5)*LN(1/5)) + ((-1/2)*LN(1/2)) + ((-1/2)*LN(1/2)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)) + ((-1/6)*LN(1/6)) + ((-1/7)*LN(1/7)) + ((-1/5)*LN(1/5)) + ((-1/4)*LN(1/4)) + ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)) + ((-1/5)*LN(1/5)) + ((-1/6)*LN(1/6)) + ((-1/8)*LN(1/8)) + ((-1/2)*LN(1/2)) + ((-1/6)*LN(1/6)) + ((-1/4)*LN(1/4)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)) + ((-1/3)*LN(1/3)) + ((-1/8)*LN(1/8)) + ((-1/8)*LN(1/8)) + ((-1/6)*LN(1/6)) + ((-1/3)*LN(1/3)) + ((-1/9)*LN(1/9)) + ((-1/8)*LN(1/8)) + ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)),12.471663
8,56,{nadim},"{D21,D26,D43,D76,D78,D106,D112,D118,D125,D163,D172,D201,D209,D230,D238,D239,D260,D289,D304,D370,D394,D402,D408,D413,D418,D468}",26,"f21=7, f26=2, f43=11, f76=3, f78=2, f106=4, f112=10, f118=8, f125=4, f163=11, f172=7, f201=4, f209=10, f230=3, f238=4, f239=8, f260=3, f289=4, f304=8, f370=8, f394=7, f402=3, f408=7, f413=5, f418=3, f468=5",EO = ((-1/7)*LN(1/7)) + ((-1/2)*LN(1/2)) + ((-1/11)*LN(1/11)) + ((-1/3)*LN(1/3)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/10)*LN(1/10)) + ((-1/8)*LN(1/8)) + ((-1/4)*LN(1/4)) + ((-1/11)*LN(1/11)) + ((-1/7)*LN(1/7)) + ((-1/4)*LN(1/4)) + ((-1/10)*LN(1/10)) + ((-1/3)*LN(1/3)) + ((-1/4)*LN(1/4)) + ((-1/8)*LN(1/8)) + ((-1/3)*LN(1/3)) + ((-1/4)*LN(1/4)) + ((-1/8)*LN(1/8)) + ((-1/8)*LN(1/8)) + ((-1/7)*LN(1/7)) + ((-1/3)*LN(1/3)) + ((-1/7)*LN(1/7)) + ((-1/5)*LN(1/5)) + ((-1/3)*LN(1/3)) + ((-1/5)*LN(1/5)),7.948978
8,57,{negara},"{D5,D19,D48,D51,D89,D101,D148,D158,D164,D167,D173,D179,D229,D241,D262,D272,D341,D346,D349,D350,D364,D374,D390,D398,D426,D432,D434,D445,D451,D456,D459,D475,D483,D493}",34,"f5=4, f19=2, f48=8, f51=8, f89=6, f101=6, f148=8, f158=2, f164=2, f167=4, f173=9, f179=4, f229=2, f241=3, f262=6, f272=6, f341=6, f346=5, f349=2, f350=3, f364=4, f374=3, f390=2, f398=2, f426=2, f432=3, f434=5, f445=5, f451=8, f456=10, f459=2, f475=4, f483=7, f493=5",EO = ((-1/4)*LN(1/4)) + ((-1/2)*LN(1/2)) + ((-1/8)*LN(1/8)) + ((-1/8)*LN(1/8)) + ((-1/6)*LN(1/6)) + ((-1/6)*LN(1/6)) + ((-1/8)*LN(1/8)) + ((-1/2)*LN(1/2)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/9)*LN(1/9)) + ((-1/4)*LN(1/4)) + ((-1/2)*LN(1/2)) + ((-1/3)*LN(1/3)) + ((-1/6)*LN(1/6)) + ((-1/6)*LN(1/6)) + ((-1/6)*LN(1/6)) + ((-1/5)*LN(1/5)) + ((-1/2)*LN(1/2)) + ((-1/3)*LN(1/3)) + ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)) + ((-1/2)*LN(1/2)) + ((-1/2)*LN(1/2)) + ((-1/2)*LN(1/2)) + ((-1/3)*LN(1/3)) + ((-1/5)*LN(1/5)) + ((-1/5)*LN(1/5)) + ((-1/8)*LN(1/8)) + ((-1/10)*LN(1/10)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/7)*LN(1/7)) + ((-1/5)*LN(1/5)),10.889632
8,58,{orang},"{D1,D6,D11,D14,D32,D38,D48,D57,D62,D76,D83,D104,D118,D120,D134,D166,D173,D179,D208,D213,D249,D252,D263,D264,D304,D318,D330,D371,D406,D413,D428,D433,D438,D445,D446,D453,D479,D483}",38,"f1=1, f6=4, f11=2, f14=4, f32=6, f38=8, f48=8, f57=7, f62=7, f76=3, f83=5, f104=3, f118=8, f120=4, f134=4, f166=4, f173=9, f179=4, f208=4, f213=8, f249=2, f252=8, f263=10, f264=6, f304=8, f318=3, f330=2, f371=2, f406=7, f413=5, f428=3, f433=7, f438=3, f445=5, f446=3, f453=2, f479=7, f483=7",EO = ((-1/4)*LN(1/4)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/6)*LN(1/6)) + ((-1/8)*LN(1/8)) + ((-1/8)*LN(1/8)) + ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)) + ((-1/3)*LN(1/3)) + ((-1/5)*LN(1/5)) + ((-1/3)*LN(1/3)) + ((-1/8)*LN(1/8)) + ((-1/4)*LN(1/4)) + ((-1/4)*LN(1/4)) + ((-1/4)*LN(1/4)) + ((-1/9)*LN(1/9)) + ((-1/4)*LN(1/4)) + ((-1/4)*LN(1/4)) + ((-1/8)*LN(1/8)) + ((-1/2)*LN(1/2)) + ((-1/8)*LN(1/8)) + ((-1/10)*LN(1/10)) + ((-1/6)*LN(1/6)) + ((-1/8)*LN(1/8)) + ((-1/3)*LN(1/3)) + ((-1/2)*LN(1/2)) + ((-1/2)*LN(1/2)) + ((-1/7)*LN(1/7)) + ((-1/5)*LN(1/5)) + ((-1/3)*LN(1/3)) + ((-1/7)*LN(1/7)) + ((-1/3)*LN(1/3)) + ((-1/5)*LN(1/5)) + ((-1/3)*LN(1/3)) + ((-1/2)*LN(1/2)) + ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)),11.620922
8,59,{pak},"{D21,D36,D43,D51,D52,D59,D60,D85,D98,D101,D112,D117,D125,D135,D170,D172,D176,D177,D180,D182,D189,D190,D201,D223,D228,D238,D250,D260,D274,D296,D298,D305,D307,D339,D347,D351,D363,D414,D416,D451,D454,D455,D457,D462,D466,D468,D493,D500}",48,"f21=7, f36=7, f43=11, f51=8, f52=4, f59=6, f60=2, f85=4, f98=6, f101=6, f112=10, f117=6, f125=4, f135=7, f170=9, f172=7, f176=6, f177=8, f180=7, f182=5, f189=7, f190=7, f201=4, f223=2, f228=2, f238=4, f250=3, f260=3, f274=2, f296=5, f298=8, f305=1, f307=3, f339=7, f347=4, f351=4, f363=3, f414=4, f416=3, f451=8, f454=8, f455=6, f457=3, f462=9, f466=8, f468=5, f493=5, f500=3",EO = ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)) + ((-1/11)*LN(1/11)) + ((-1/8)*LN(1/8)) + ((-1/4)*LN(1/4)) + ((-1/6)*LN(1/6)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/6)*LN(1/6)) + ((-1/6)*LN(1/6)) + ((-1/10)*LN(1/10)) + ((-1/6)*LN(1/6)) + ((-1/4)*LN(1/4)) + ((-1/7)*LN(1/7)) + ((-1/9)*LN(1/9)) + ((-1/7)*LN(1/7)) + ((-1/6)*LN(1/6)) + ((-1/8)*LN(1/8)) + ((-1/7)*LN(1/7)) + ((-1/5)*LN(1/5)) + ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)) + ((-1/4)*LN(1/4)) + ((-1/2)*LN(1/2)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)) + ((-1/3)*LN(1/3)) + ((-1/2)*LN(1/2)) + ((-1/5)*LN(1/5)) + ((-1/8)*LN(1/8)) + ((-1/3)*LN(1/3)) + ((-1/7)*LN(1/7)) + ((-1/4)*LN(1/4)) + ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)) + ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)) + ((-1/8)*LN(1/8)) + ((-1/8)*LN(1/8)) + ((-1/6)*LN(1/6)) + ((-1/3)*LN(1/3)) + ((-1/9)*LN(1/9)) + ((-1/8)*LN(1/8)) + ((-1/5)*LN(1/5)) + ((-1/5)*LN(1/5)) + ((-1/3)*LN(1/3)),14.521621
8,60,{penjara},"{D48,D58,D62,D95,D120,D151,D153,D220,D289,D328,D362,D462,D491,D499}",14,"f48=8, f58=5, f62=7, f95=15, f120=4, f151=3, f153=1, f220=9, f289=4, f328=2, f362=2, f462=9, f491=1, f499=2",EO = ((-1/8)*LN(1/8)) + ((-1/5)*LN(1/5)) + ((-1/7)*LN(1/7)) + ((-1/15)*LN(1/15)) + ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)) + ((-1/9)*LN(1/9)) + ((-1/4)*LN(1/4)) + ((-1/2)*LN(1/2)) + ((-1/2)*LN(1/2)) + ((-1/9)*LN(1/9)) + ((-1/2)*LN(1/2)),3.627686
8,61,{perintah},"{D108,D173,D215,D250,D278,D283,D350,D393,D418}",9,"f108=6, f173=9, f215=4, f250=3, f278=7, f283=4, f350=3, f393=7, f418=3",EO = ((-1/6)*LN(1/6)) + ((-1/9)*LN(1/9)) + ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)) + ((-1/7)*LN(1/7)) + ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)) + ((-1/7)*LN(1/7)) + ((-1/3)*LN(1/3)),2.890496
8,62,{politik},"{D12,D57,D82,D83,D133,D215,D339,D381,D445}",9,"f12=3, f57=7, f82=4, f83=5, f133=1, f215=4, f339=7, f381=2, f445=5",EO = ((-1/3)*LN(1/3)) + ((-1/7)*LN(1/7)) + ((-1/4)*LN(1/4)) + ((-1/5)*LN(1/5)) + ((-1/4)*LN(1/4)) + ((-1/7)*LN(1/7)) + ((-1/2)*LN(1/2)) + ((-1/5)*LN(1/5)),2.605674
8,63,{prabowo},"{D121,D138,D148,D274,D340,D407,D424,D493}",8,"f121=4, f138=3, f148=8, f274=2, f340=3, f407=1, f424=3, f493=5",EO = ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)) + ((-1/8)*LN(1/8)) + ((-1/2)*LN(1/2)) + ((-1/3)*LN(1/3)) + ((-1/3)*LN(1/3)) + ((-1/5)*LN(1/5)),2.373577
8,64,{punya},"{D30,D48,D163,D255,D332,D341,D357,D449,D489}",9,"f30=5, f48=8, f163=11, f255=5, f332=3, f341=6, f357=9, f449=2, f489=1",EO = ((-1/5)*LN(1/5)) + ((-1/8)*LN(1/8)) + ((-1/11)*LN(1/11)) + ((-1/5)*LN(1/5)) + ((-1/3)*LN(1/3)) + ((-1/6)*LN(1/6)) + ((-1/9)*LN(1/9)) + ((-1/2)*LN(1/2)),2.377236
8,65,{rakyat},"{D6,D27,D46,D48,D80,D93,D124,D158,D160,D162,D209,D262,D312,D350,D447}",15,"f6=4, f27=1, f46=4, f48=8, f80=8, f93=5, f124=4, f158=2, f160=5, f162=13, f209=10, f262=6, f312=1, f350=3, f447=3",EO = ((-1/4)*LN(1/4)) + ((-1/4)*LN(1/4)) + ((-1/8)*LN(1/8)) + ((-1/8)*LN(1/8)) + ((-1/5)*LN(1/5)) + ((-1/4)*LN(1/4)) + ((-1/2)*LN(1/2)) + ((-1/5)*LN(1/5)) + ((-1/13)*LN(1/13)) + ((-1/10)*LN(1/10)) + ((-1/6)*LN(1/6)) + ((-1/3)*LN(1/3)) + ((-1/3)*LN(1/3)),4.008527
8,66,{sabar},"{D36,D43,D78,D134,D135,D160,D180,D279,D303,D351,D363,D375,D414,D455,D466}",15,"f36=7, f43=11, f78=2, f134=4, f135=7, f160=5, f180=7, f279=4, f303=6, f351=4, f363=3, f375=6, f414=4, f455=6, f466=8",EO = ((-1/7)*LN(1/7)) + ((-1/11)*LN(1/11)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/7)*LN(1/7)) + ((-1/5)*LN(1/5)) + ((-1/7)*LN(1/7)) + ((-1/4)*LN(1/4)) + ((-1/6)*LN(1/6)) + ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)) + ((-1/6)*LN(1/6)) + ((-1/4)*LN(1/4)) + ((-1/6)*LN(1/6)) + ((-1/8)*LN(1/8)),4.628722
8,67,{salah},"{D20,D108,D118,D161,D162,D170,D198,D203,D213,D216,D230,D252,D266,D272,D277,D336,D370,D394,D408,D438}",20,"f20=4, f108=6, f118=8, f161=1, f162=13, f170=9, f198=4, f203=1, f213=8, f216=8, f230=3, f252=8, f266=4, f272=6, f277=1, f336=7, f370=8, f394=7, f408=7, f438=3",EO = ((-1/4)*LN(1/4)) + ((-1/6)*LN(1/6)) + ((-1/8)*LN(1/8)) + ((-1/13)*LN(1/13)) + ((-1/9)*LN(1/9)) + ((-1/4)*LN(1/4)) + ((-1/8)*LN(1/8)) + ((-1/8)*LN(1/8)) + ((-1/3)*LN(1/3)) + ((-1/8)*LN(1/8)) + ((-1/4)*LN(1/4)) + ((-1/6)*LN(1/6)) + ((-1/7)*LN(1/7)) + ((-1/8)*LN(1/8)) + ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)) + ((-1/3)*LN(1/3)),4.944434
8,68,{sama},"{D14,D43,D51,D150,D163,D170,D179,D180,D223,D251,D262,D271,D278,D316,D320,D357,D406,D408,D422,D456}",20,"f14=4, f43=11, f51=8, f150=11, f163=11, f170=9, f179=4, f180=7, f223=2, f251=4, f262=6, f271=2, f278=7, f316=4, f320=3, f357=9, f406=7, f408=7, f422=4, f456=10",EO = ((-1/4)*LN(1/4)) + ((-1/11)*LN(1/11)) + ((-1/8)*LN(1/8)) + ((-1/11)*LN(1/11)) + ((-1/11)*LN(1/11)) + ((-1/9)*LN(1/9)) + ((-1/4)*LN(1/4)) + ((-1/7)*LN(1/7)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/6)*LN(1/6)) + ((-1/2)*LN(1/2)) + ((-1/7)*LN(1/7)) + ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)) + ((-1/9)*LN(1/9)) + ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)) + ((-1/4)*LN(1/4)) + ((-1/10)*LN(1/10)),5.835227
8,69,{sebut},"{D62,D177,D188,D292,D338,D392,D466,D495}",8,"f62=7, f177=8, f188=3, f292=3, f338=5, f392=3, f466=8, f495=2",EO = ((-1/7)*LN(1/7)) + ((-1/8)*LN(1/8)) + ((-1/3)*LN(1/3)) + ((-1/3)*LN(1/3)) + ((-1/5)*LN(1/5)) + ((-1/3)*LN(1/3)) + ((-1/8)*LN(1/8)) + ((-1/2)*LN(1/2)),2.564921
8,70,{semua},"{D32,D34,D38,D58,D80,D94,D127,D135,D140,D239,D245,D251,D261,D293,D298,D314,D336,D357,D377,D393,D406,D418,D433,D436}",24,"f32=6, f34=4, f38=8, f58=5, f80=8, f94=2, f127=1, f135=7, f140=3, f239=8, f245=4, f251=4, f261=4, f293=7, f298=8, f314=7, f336=7, f357=9, f377=1, f393=7, f406=7, f418=3, f433=7, f436=2",EO = ((-1/6)*LN(1/6)) + ((-1/4)*LN(1/4)) + ((-1/8)*LN(1/8)) + ((-1/5)*LN(1/5)) + ((-1/8)*LN(1/8)) + ((-1/2)*LN(1/2)) + ((-1/7)*LN(1/7)) + ((-1/3)*LN(1/3)) + ((-1/8)*LN(1/8)) + ((-1/4)*LN(1/4)) + ((-1/4)*LN(1/4)) + ((-1/4)*LN(1/4)) + ((-1/7)*LN(1/7)) + ((-1/8)*LN(1/8)) + ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)) + ((-1/9)*LN(1/9)) + ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)) + ((-1/3)*LN(1/3)) + ((-1/7)*LN(1/7)) + ((-1/2)*LN(1/2)),6.662131
8,71,{sendiri},"{D89,D98,D257,D263,D264,D272,D278,D298,D388,D413,D483}",11,"f89=6, f98=6, f257=5, f263=10, f264=6, f272=6, f278=7, f298=8, f388=2, f413=5, f483=7",EO = ((-1/6)*LN(1/6)) + ((-1/6)*LN(1/6)) + ((-1/5)*LN(1/5)) + ((-1/10)*LN(1/10)) + ((-1/6)*LN(1/6)) + ((-1/6)*LN(1/6)) + ((-1/7)*LN(1/7)) + ((-1/8)*LN(1/8)) + ((-1/2)*LN(1/2)) + ((-1/5)*LN(1/5)) + ((-1/7)*LN(1/7)),3.231018
8,72,{siapa},"{D21,D59,D80,D97,D112,D170,D191,D196,D244,D294,D298,D308,D327,D333,D336,D352,D380,D394,D416,D432,D454}",21,"f21=7, f59=6, f80=8, f97=2, f112=10, f170=9, f191=5, f196=3, f244=2, f294=3, f298=8, f308=4, f327=7, f333=2, f336=7, f352=5, f380=7, f394=7, f416=3, f432=3, f454=8",EO = ((-1/7)*LN(1/7)) + ((-1/6)*LN(1/6)) + ((-1/8)*LN(1/8)) + ((-1/2)*LN(1/2)) + ((-1/10)*LN(1/10)) + ((-1/9)*LN(1/9)) + ((-1/5)*LN(1/5)) + ((-1/3)*LN(1/3)) + ((-1/2)*LN(1/2)) + ((-1/3)*LN(1/3)) + ((-1/8)*LN(1/8)) + ((-1/4)*LN(1/4)) + ((-1/7)*LN(1/7)) + ((-1/2)*LN(1/2)) + ((-1/7)*LN(1/7)) + ((-1/5)*LN(1/5)) + ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)) + ((-1/3)*LN(1/3)) + ((-1/3)*LN(1/3)) + ((-1/8)*LN(1/8)),6.437633
8,73,{tahu},"{D21,D42,D93,D98,D100,D108,D112,D239,D293,D327,D336,D339,D340,D394,D408,D410,D454}",17,"f21=7, f42=3, f93=5, f98=6, f100=4, f108=6, f112=10, f239=8, f293=7, f327=7, f336=7, f339=7, f340=3, f394=7, f408=7, f410=2, f454=8",EO = ((-1/7)*LN(1/7)) + ((-1/3)*LN(1/3)) + ((-1/5)*LN(1/5)) + ((-1/6)*LN(1/6)) + ((-1/4)*LN(1/4)) + ((-1/6)*LN(1/6)) + ((-1/10)*LN(1/10)) + ((-1/8)*LN(1/8)) + ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)) + ((-1/3)*LN(1/3)) + ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)) + ((-1/2)*LN(1/2)) + ((-1/8)*LN(1/8)),5.040725
8,74,{tanggung},"{D38,D103,D135,D150,D224,D376,D424,D462}",8,"f38=8, f103=2, f135=7, f150=11, f224=2, f376=2, f424=3, f462=9",EO = ((-1/8)*LN(1/8)) + ((-1/2)*LN(1/2)) + ((-1/7)*LN(1/7)) + ((-1/11)*LN(1/11)) + ((-1/2)*LN(1/2)) + ((-1/2)*LN(1/2)) + ((-1/3)*LN(1/3)) + ((-1/9)*LN(1/9)),2.405969
8,75,{tegak},"{D46,D73,D167,D314,D338,D396,D404,D405,D409,D422}",10,"f46=4, f73=3, f167=4, f314=7, f338=5, f396=7, f404=7, f405=6, f409=3, f422=4",EO = ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)) + ((-1/4)*LN(1/4)) + ((-1/7)*LN(1/7)) + ((-1/5)*LN(1/5)) + ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)) + ((-1/6)*LN(1/6)) + ((-1/3)*LN(1/3)) + ((-1/4)*LN(1/4)),3.226605
8,76,{tri},"{D50,D57,D88,D98,D163,D216,D220,D275,D292,D339,D433,D447}",12,"f50=4, f57=7, f88=6, f98=6, f163=11, f216=8, f220=9, f275=8, f292=3, f339=7, f433=7, f447=3",EO = ((-1/4)*LN(1/4)) + ((-1/7)*LN(1/7)) + ((-1/6)*LN(1/6)) + ((-1/6)*LN(1/6)) + ((-1/11)*LN(1/11)) + ((-1/8)*LN(1/8)) + ((-1/9)*LN(1/9)) + ((-1/8)*LN(1/8)) + ((-1/3)*LN(1/3)) + ((-1/7)*LN(1/7)) + ((-1/7)*LN(1/7)) + ((-1/3)*LN(1/3)),3.492183
8,77,{tuhan},"{D59,D100,D101,D170,D178,D297,D405,D435}",8,"f59=6, f100=4, f101=6, f170=9, f178=4, f297=6, f405=6, f435=3",EO = ((-1/6)*LN(1/6)) + ((-1/4)*LN(1/4)) + ((-1/6)*LN(1/6)) + ((-1/9)*LN(1/9)) + ((-1/4)*LN(1/4)) + ((-1/6)*LN(1/6)) + ((-1/6)*LN(1/6)) + ((-1/3)*LN(1/3)),2.497994
8,78,{tumbal},"{D65,D83,D84,D95,D106,D112,D147,D162,D163,D178,D192,D220,D242,D266,D279,D327,D349,D392,D473,D478}",20,"f65=4, f83=5, f84=2, f95=15, f106=4, f112=10, f147=3, f162=13, f163=11, f178=4, f192=2, f220=9, f242=3, f266=4, f279=4, f327=7, f349=2, f392=3, f473=2, f478=4",EO = ((-1/4)*LN(1/4)) + ((-1/5)*LN(1/5)) + ((-1/2)*LN(1/2)) + ((-1/15)*LN(1/15)) + ((-1/4)*LN(1/4)) + ((-1/10)*LN(1/10)) + ((-1/3)*LN(1/3)) + ((-1/13)*LN(1/13)) + ((-1/11)*LN(1/11)) + ((-1/4)*LN(1/4)) + ((-1/2)*LN(1/2)) + ((-1/9)*LN(1/9)) + ((-1/3)*LN(1/3)) + ((-1/4)*LN(1/4)) + ((-1/4)*LN(1/4)) + ((-1/7)*LN(1/7)) + ((-1/2)*LN(1/2)) + ((-1/3)*LN(1/3)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)),6.234448
8,79,{tuntut},"{D36,D67,D142,D236,D283,D304,D308,D341}",8,"f36=7, f67=3, f142=2, f236=4, f283=4, f304=8, f308=4, f341=6",EO = ((-1/7)*LN(1/7)) + ((-1/3)*LN(1/3)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/4)*LN(1/4)) + ((-1/8)*LN(1/8)) + ((-1/4)*LN(1/4)) + ((-1/6)*LN(1/6)),2.589042
8,80,{uang},"{D51,D62,D66,D89,D112,D123,D137,D154,D174,D176,D209,D212,D235,D338,D341,D346,D379,D387,D400,D451,D456}",21,"f51=8, f62=7, f66=2, f89=6, f112=10, f123=3, f137=1, f154=3, f174=2, f176=6, f209=10, f212=2, f235=2, f338=5, f341=6, f346=5, f379=3, f387=5, f400=2, f451=8, f456=10",EO = ((-1/8)*LN(1/8)) + ((-1/7)*LN(1/7)) + ((-1/2)*LN(1/2)) + ((-1/6)*LN(1/6)) + ((-1/10)*LN(1/10)) + ((-1/3)*LN(1/3)) + ((-1/3)*LN(1/3)) + ((-1/2)*LN(1/2)) + ((-1/6)*LN(1/6)) + ((-1/10)*LN(1/10)) + ((-1/2)*LN(1/2)) + ((-1/2)*LN(1/2)) + ((-1/5)*LN(1/5)) + ((-1/6)*LN(1/6)) + ((-1/5)*LN(1/5)) + ((-1/3)*LN(1/3)) + ((-1/5)*LN(1/5)) + ((-1/2)*LN(1/2)) + ((-1/8)*LN(1/8)) + ((-1/10)*LN(1/10)),6.181646
8,81,{udah},"{D48,D82,D93,D117,D129,D255,D262,D393,D492}",9,"f48=8, f82=4, f93=5, f117=6, f129=3, f255=5, f262=6, f393=7, f492=4",EO = ((-1/8)*LN(1/8)) + ((-1/4)*LN(1/4)) + ((-1/5)*LN(1/5)) + ((-1/6)*LN(1/6)) + ((-1/3)*LN(1/3)) + ((-1/5)*LN(1/5)) + ((-1/6)*LN(1/6)) + ((-1/7)*LN(1/7)) + ((-1/4)*LN(1/4)),2.838297
8,82,{vonis},"{D58,D61,D62,D168,D224,D245,D267,D323,D389,D450}",10,"f58=5, f61=3, f62=7, f168=1, f224=2, f245=4, f267=3, f323=2, f389=7, f450=1",EO = ((-1/5)*LN(1/5)) + ((-1/3)*LN(1/3)) + ((-1/7)*LN(1/7)) + ((-1/2)*LN(1/2)) + ((-1/4)*LN(1/4)) + ((-1/3)*LN(1/3)) + ((-1/2)*LN(1/2)) + ((-1/7)*LN(1/7)),2.649991
8,83,{zolim},"{D43,D59,D88,D143,D159,D196,D406,D486}",8,"f43=11, f59=6, f88=6, f143=3, f159=1, f196=3, f406=7, f486=4",EO = ((-1/11)*LN(1/11)) + ((-1/6)*LN(1/6)) + ((-1/6)*LN(1/6)) + ((-1/3)*LN(1/3)) + ((-1/3)*LN(1/3)) + ((-1/7)*LN(1/7)) + ((-1/4)*LN(1/4)),2.172213
